,React,Product
6133,CC(C)CCN1C(=O)C2(COc3cc(OCc4ccccc4)ccc32)c2ccccc21,CC(C)CCN1C(=O)C2(COc3cc(O)ccc32)c2ccccc21
6134,CCOC(=O)c1nn(Cc2ccc(OC)cc2)cc1I,COc1ccc(Cn2cc(I)c(CO)n2)cc1
6135,CCCN(Cc1ccc(OCc2nc(-c3ccccc3)oc2C)cc1)c1nc(-c2ccccc2)c(CCC(=O)OC)s1,CCCN(Cc1ccc(OCc2nc(-c3ccccc3)oc2C)cc1)c1nc(-c2ccccc2)c(CCC(=O)O)s1
6136,C=CCOC(=O)NC(CCCCNC(=O)OC(C)(C)C)C(=O)Nc1ccc(COC(=O)Nc2cc(OCCCCCC(=O)N3CC(CCl)c4c3cc(OC(=O)N3CCN(C)CC3)c3ccccc43)c(OC)cc2C(=O)N2CCCC2COC(C)=O)cc1,C=CCOC(=O)NC(CCCCNC(=O)OC(C)(C)C)C(=O)Nc1ccc(COC(=O)Nc2cc(OCCCCCC(=O)N3CC(CCl)c4c3cc(OC(=O)N3CCN(C)CC3)c3ccccc43)c(OC)cc2C(=O)N2CCCC2CO)cc1
6137,FC(F)(F)c1cc(COC2CCC3CCC2(c2ccccc2)N3Cc2ccccc2)cc(C(F)(F)F)c1,FC(F)(F)c1cc(COC2CCC3CCC2(c2ccccc2)N3)cc(C(F)(F)F)c1
6138,CCOC(=O)CC1CCN(C(=O)CC2OC(c3cccc(OC)c3OC)c3cc(F)ccc3-n3cccc32)CC1,COc1cccc(C2OC(CC(=O)N3CCC(CC(=O)O)CC3)c3cccn3-c3ccc(F)cc32)c1OC
6139,CCOC(=O)c1cn2c(cc1=O)-c1cc(OC)c(OCc3ccccc3)cc1CC2C,CCOC(=O)c1cn2c(cc1=O)-c1cc(OC)c(O)cc1CC2C
6140,CC(C)(C)OC(=O)NC1CC1c1cccc(C(=O)Nc2ccc(-c3ncccn3)cc2)c1,NC1CC1c1cccc(C(=O)Nc2ccc(-c3ncccn3)cc2)c1
6141,Cc1ccc2ncc(CO)c(Cl)c2c1,Cc1ccc2ncc(C=O)c(Cl)c2c1
6142,CC(=O)c1cc2cc(F)ccc2o1,CCc1cc2cc(F)ccc2o1
6143,COC(=O)c1cc(C#N)ccc1CN(Cc1ncc(Cl)cc1C)C(C)(C)c1ccccn1,Cc1cc(Cl)cnc1CN(Cc1ccc(C#N)cc1CO)C(C)(C)c1ccccn1
6144,CC(C)(C)C(O)C1C(C(=O)O)C1(C)C,CC(C)(C)C1OC(=O)C2C1C2(C)C
6145,COc1ccc(C(NC(=O)c2ccccc2)c2cccc([N+](=O)[O-])c2)cc1,COc1ccc(C(NC(=O)c2ccccc2)c2cccc(N)c2)cc1
6146,OCCOCCc1ccccc1,O=CCOCCc1ccccc1
6147,O=C(c1ccc(F)cc1)c1cccs1,OC(c1ccc(F)cc1)c1cccs1
6148,CCOC(=O)CN1CCC(N2CCN(C(=O)C(Cc3cc(C)c(OCc4ccccc4)c(C)c3)OC(=O)N3CCC(N4CCc5ccccc5NC4=O)CC3)CC2)CC1,CCOC(=O)CN1CCC(N2CCN(C(=O)C(Cc3cc(C)c(O)c(C)c3)OC(=O)N3CCC(N4CCc5ccccc5NC4=O)CC3)CC2)CC1
6149,CC(C)(C)OC(=O)N1CCN(C(=O)OC(C)(C)C)C(CCCC(=O)O)C1,CC(C)(C)OC(=O)N1CCN(C(=O)OC(C)(C)C)C(CCCCO)C1
6150,COc1cc(CC(=O)NC2CCC(=C3CCCCC3)CC2)ccc1O,COc1cc(CC(=O)NC2CCC(C3CCCCC3)CC2)ccc1O
6151,CCCc1c(C(C)C)cc(C(C)C)c(CO)c1-c1ccc(F)cc1OCc1ccccc1,CCCc1c(C(C)C)cc(C(C)C)c(C=O)c1-c1ccc(F)cc1OCc1ccccc1
6152,CC1(C)Cc2nc(C3CCCC3)c(C(F)c3ccc(C(F)(F)F)cc3)c(-c3ccc(F)c(F)c3)c2C(O[Si](C)(C)C(C)(C)C)C1,CC1(C)Cc2nc(C3CCCC3)c(C(F)c3ccc(C(F)(F)F)cc3)c(-c3ccc(F)c(F)c3)c2C(O)C1
6153,COC(=O)C1CC2CCCC(C1)N2C(=O)c1ccc2nc(NC3CCC(C(C)(C)C)CC3)ncc2c1,CC(C)(C)C1CCC(Nc2ncc3cc(C(=O)N4C5CCCC4CC(C(=O)O)C5)ccc3n2)CC1
6154,OCC1CCC2(CC1)OCCO2,O=C1CCC(CO)CC1
6155,CCC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc(S(=O)(=O)CCCOC2CCCCO2)cc1,CCC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc(S(=O)(=O)CCCO)cc1
6156,c1ccc(-c2c[nH]c3ccccc23)cc1,c1ccc(C2CNc3ccccc32)cc1
6157,COc1ccc2cc(C(C)C(=O)OC(Cc3c(Cl)cncc3Cl)c3ccc(OC)c(OC)c3)ccc2c1,COc1ccc(C(O)Cc2c(Cl)cncc2Cl)cc1OC
6158,CCCc1nc2c(C)cc(Br)cc2n1CCOc1ccc(CC2SC(=O)NC2=O)cc1C(=O)OC,CCCc1nc2c(C)cc(Br)cc2n1CCOc1ccc(CC2SC(=O)NC2=O)cc1C(=O)O
6159,Cc1c(Cl)ccnc1C(O)C1CC1,Cc1c(Cl)ccnc1C(=O)C1CC1
6160,CNc1nc(N2CCC(c3cc(F)c(F)cc3F)C(NC(=O)OC(C)(C)C)C2)ccc1[N+](=O)[O-],CNc1nc(N2CCC(c3cc(F)c(F)cc3F)C(NC(=O)OC(C)(C)C)C2)ccc1N
6161,CC(=CCCC(C)CCO)CO,CC(C)=CCCC(C)CCO
6162,CN(C(=O)OC(C)(C)C)C1CCC(C#CCO)CC1,CN(C(=O)OC(C)(C)C)C1CCC(CCCO)CC1
6163,COC(=O)C1(CC(=O)OC(C)(C)C)CCOCC1,COC(=O)C1(CC(=O)O)CCOCC1
6164,O=C1CN(C2CCCCC2)CN1c1ccc([N+](=O)[O-])cc1,Nc1ccc(N2CN(C3CCCCC3)CC2=O)cc1
6165,Cc1ccc(C(=O)Nc2ccc3c(c2)CCN3C(=O)Cc2cccc(NC(=O)OC(C)(C)C)n2)c(N2CCCCC2)n1,Cc1ccc(C(=O)Nc2ccc3c(c2)CCN3C(=O)Cc2cccc(N)n2)c(N2CCCCC2)n1
6166,CC(=O)Nc1cc(Oc2ccc3c(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)cccc3c2)ncn1,CN1CCN(Cc2ccc(NC(=O)c3cccc4cc(Oc5cc(N)ncn5)ccc34)cc2C(F)(F)F)CC1
6167,CC(C)(C1CCN(Cc2ccc(F)cc2)C(=O)C1)[N+](=O)[O-],CC(C)(N)C1CCN(Cc2ccc(F)cc2)C(=O)C1
6168,COc1cncc(N2CCc3cc(Cl)ccc3C2=O)c1,O=C1c2ccc(Cl)cc2CCN1c1cncc(O)c1
6169,CCNc1ncc2c(n1)N1CCCC1CN(c1cccc(-c3nnc(COC(C)=O)o3)c1)C2=O,CCNc1ncc2c(n1)N1CCCC1CN(c1cccc(-c3nnc(CO)o3)c1)C2=O
6170,COCC1C2CCC1N(C(=O)OC(C)(C)C)C2CO,COCC1C2CCC1N(C(=O)OC(C)(C)C)C2C=O
6171,CCOC(=O)CCCCc1ccc2c(c1)CC(NC(=O)OC(C)(C)C)CC2,CCOC(=O)CCCCc1ccc2c(c1)CC(N)CC2
6172,O=C(NC1CC(=O)N(Cc2ccccc2)C1=O)OCc1ccccc1,NC1CC(=O)N(Cc2ccccc2)C1=O
6173,CCOC(=O)COc1ccc(C(=O)N(CC)c2cc(OC)ccc2C2CCc3cc(OC)ccc3C2)cc1,CCN(C(=O)c1ccc(OCC(=O)O)cc1)c1cc(OC)ccc1C1CCc2cc(OC)ccc2C1
6174,CCCCC(NC(=O)c1nc2ccccc2cc1NC(=O)Nc1c(C)cc(C)cc1C)C(=O)OC,CCCCC(NC(=O)c1nc2ccccc2cc1NC(=O)Nc1c(C)cc(C)cc1C)C(=O)O
6175,COC(=O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(OC)cc1,COc1ccc(S(=O)(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)cc1
6176,COC(=O)c1cc(Cl)cc(C(=O)OC)c1,COC(=O)c1cc(Cl)cc(C(=O)O)c1
6177,Cc1cc(N=Cc2oc3cccc(OCCCN(C)Cc4cccnc4)c3c2C)no1,Cc1cc(NCc2oc3cccc(OCCCN(C)Cc4cccnc4)c3c2C)no1
6178,CCC(=O)N1CC(c2ccc(NS(=O)(=O)c3ccc(C(C)C)cc3)cc2)C1,CCCN1CC(c2ccc(NS(=O)(=O)c3ccc(C(C)C)cc3)cc2)C1
6179,CCOC(=O)c1ncoc1-c1ccc(S(=O)(=O)NC(C)(C)C)c2ccccc12,CC(C)(C)NS(=O)(=O)c1ccc(-c2ocnc2C(=O)O)c2ccccc12
6180,O=C(CCl)N(Cc1ccccc1)CC(O)c1ccc(F)cc1,O=C1COC(c2ccc(F)cc2)CN1Cc1ccccc1
6181,OCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
6182,COC(=O)c1ccc(F)c2c1CC(C)(C)C(c1cccc(N3CCOCC3)c1)N2,CC1(C)Cc2c(C(=O)O)ccc(F)c2NC1c1cccc(N2CCOCC2)c1
6183,CCOC(=O)C(CC(C)C)c1cc(-c2ccc(C(F)(F)F)cc2)cc(C2CCCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)c1,CC(C)CC(C(=O)O)c1cc(-c2ccc(C(F)(F)F)cc2)cc(C2CCCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)c1
6184,O=[N+]([O-])c1cc(O)c(Cl)cc1F,Nc1cc(O)c(Cl)cc1F
6185,CCCOc1ccc([N+](=O)[O-])c(C(N)=O)c1,CCCOc1ccc(N)c(C(N)=O)c1
6186,COC(=O)c1ccc(-c2nc(C(F)(F)F)c[nH]2)s1,O=C(O)c1ccc(-c2nc(C(F)(F)F)c[nH]2)s1
6187,CC(=O)OCCc1sc(S(=O)(=O)NC(=O)Nc2cc(C(F)(F)F)cc(C)n2)cc1C,Cc1cc(C(F)(F)F)cc(NC(=O)NS(=O)(=O)c2cc(C)c(CCO)s2)n1
6188,COc1ccc2c(c1)CCC(C1(C)COC(=O)N1)C2,CC1(C2CCc3cc(O)ccc3C2)COC(=O)N1
6189,CC(C(=O)NC(C(=O)N1CC2CCCN2CC1C(=O)NC1CCCc2ccccc21)C1CCCCC1)N(C)C(=O)OC(C)(C)C,CNC(C)C(=O)NC(C(=O)N1CC2CCCN2CC1C(=O)NC1CCCc2ccccc21)C1CCCCC1
6190,CC(C)[Si](C(C)C)(C(C)C)n1ccc2cc(NC(=O)c3sc(-c4ccc(Cl)cc4)nc3CCO)ccc21,CC(C)[Si](C(C)C)(C(C)C)n1ccc2cc(N3CCc4nc(-c5ccc(Cl)cc5)sc4C3=O)ccc21
6191,COc1ccc(N2CCOCC2)c2sc(C(=O)NC3CCN(C(=O)OC(C)(C)C)CCC3O)nc12,COc1ccc(N2CCOCC2)c2sc(C(=O)NC3CCN(C(=O)OC(C)(C)C)CCC3=O)nc12
6192,Cn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2sc(C=O)c(CN=[N+]=[N-])c21,Cn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2sc(CO)c(CN=[N+]=[N-])c21
6193,CC(C)(C)OC(=O)NC1CN(C(=O)OCc2ccccc2)CCC1O,CC(C)(C)OC(=O)NC1CNCCC1O
6194,CCOC(=O)CN1C(=O)C(C(C)C)N(C(C)=O)C=C1c1ccccc1,CC(=O)N1C=C(c2ccccc2)N(CC(=O)O)C(=O)C1C(C)C
6195,CCOc1ccc(OCc2ccccc2)c(F)c1,CCOc1ccc(O)c(F)c1
6196,C=CCCCN(C)C(=O)NC(C(=O)OC)C(C)C,C=CCCCN(C)C(=O)NC(C(=O)O)C(C)C
6197,Cc1cc(C)c(C(CO)c2ccc(C(C)C)cc2)c(O)c1C,Cc1cc(C)c2c(c1C)OCC2c1ccc(C(C)C)cc1
6198,O=C(c1ccccc1)C(O)c1cc(F)cc(F)c1,O=C(C(=O)c1cc(F)cc(F)c1)c1ccccc1
6199,CC(C)(C)OC(=O)N1CCCC1CNc1nc(N)n2nc(-c3ccco3)nc2n1,Nc1nc(NCC2CCCN2)nc2nc(-c3ccco3)nn12
6200,COC(=O)c1cc(OCCOCc2ccccc2)ccc1[N+](=O)[O-],O=C(O)c1cc(OCCOCc2ccccc2)ccc1[N+](=O)[O-]
6201,CCOC(=O)c1cccc2oc(C)nc12,Cc1nc2c(C(=O)O)cccc2o1
6202,Cc1nn(CCO)c(N)c1N=O,Cc1nn(CCO)c(N)c1N
6203,COC(=O)C1(C#N)CCOCC1,N#CC1(CO)CCOCC1
6204,CCOC(=O)C1(c2csc(NC)n2)C=CON1,CNc1nc(C2(C(=O)O)C=CON2)cs1
6205,COc1cc(OC)c2c(c1)OC1(CCCCC1)CC2=O,COc1cc(O)c2c(c1)OC1(CCCCC1)CC2=O
6206,CCOC(=O)CNC(=O)CC1(CCN2CCC(N(C(=O)c3ccco3)c3ccc(C)cn3)CC2)CCCCC1,Cc1ccc(N(C(=O)c2ccco2)C2CCN(CCC3(CC(=O)NCC(=O)O)CCCCC3)CC2)nc1
6207,COc1c(C)ccc2c1CC(Oc1ccc([N+](=O)[O-])cc1)C2=O,COc1c(C)ccc2c1CC(Oc1ccc([N+](=O)[O-])cc1)C2
6208,O=C1c2ccccc2C(=O)N1Cc1ccc(Oc2ccc(Cl)c(C(F)(F)F)c2)cc1,NCc1ccc(Oc2ccc(Cl)c(C(F)(F)F)c2)cc1
6209,CC(C)(C)OC(=O)Nc1ccc(F)c(C2(C)NC(=S)C(C)(F)CC2(F)F)c1,CC1(F)CC(F)(F)C(C)(c2cc(N)ccc2F)NC1=S
6210,CC(c1ccccc1)N(Cc1ccccc1)C(CC(=O)OC(C)(C)C)c1cccc(CO[Si](C)(C)C(C)(C)C)c1,CC(c1ccccc1)N(Cc1ccccc1)C(CCO)c1cccc(CO[Si](C)(C)C(C)(C)C)c1
6211,CCOC(=O)CC(c1cc(COc2ccc(-c3cc(OC)ccc3F)c(CC(C)(C)C)n2)ncn1)C1CC1,COc1ccc(F)c(-c2ccc(OCc3cc(C(CC(=O)O)C4CC4)ncn3)nc2CC(C)(C)C)c1
6212,COc1cc(OCc2cccc(-c3ccc(C(C)OC4CCCCO4)cn3)c2)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,COc1cc(OCc2cccc(-c3ccc(C(C)O)cn3)c2)c2cc(-c3cn4nc(OC)sc4n3)oc2c1
6213,COC(=O)C12CC3CC(CC(C3)O1)C2,O=C(O)C12CC3CC(CC(C3)O1)C2
6214,COc1ccc(-n2ccn(-c3ccc(Oc4ccccc4)cc3)c2=O)cc1,O=c1n(-c2ccc(O)cc2)ccn1-c1ccc(Oc2ccccc2)cc1
6215,CC(C)(C)OC(=O)C1CC(C)(C)C(=O)N1C(=O)OC(C)(C)C,CC(C)(C)OC(=O)C1CC(C)(C)C(O)N1C(=O)OC(C)(C)C
6216,COC(=O)C(N)Cc1ccccc1,NC(Cc1ccccc1)C(=O)O
6217,CC(C)(C)C(=O)OCCC1OC2(CCCC2)OC1c1ccccc1Cl,OCCC1OC2(CCCC2)OC1c1ccccc1Cl
6218,CCOC(=O)C1=CCCCC1S(=O)(=O)N(Cc1cc(C)c(OC(=O)CN(C)C(=O)OC(C)(C)C)c(C)c1)c1ccc(F)cc1Cl,CCOC(=O)C1=CCCCC1S(=O)(=O)N(Cc1cc(C)c(OC(=O)CNC)c(C)c1)c1ccc(F)cc1Cl
6219,CCCCCCCc1ccc(CCCn2c(C)ccc2-c2ccc(OC(Cc3ccccc3)C(=O)OCC)cc2)cc1,CCCCCCCc1ccc(CCCn2c(C)ccc2-c2ccc(OC(Cc3ccccc3)C(=O)O)cc2)cc1
6220,CC(C)(C)OC(=O)C1(C(=O)O)CCCC1,CC(C)(C)OC(=O)C1(CO)CCCC1
6221,COC(=O)c1ccc(F)c2c1CC(NCc1ccccc1)CC2,O=C(O)c1ccc(F)c2c1CC(NCc1ccccc1)CC2
6222,COC(=O)CC1CCCCCC1N1CCN(Cc2ccccc2)CC1,COC(=O)CC1CCCCCC1N1CCNCC1
6223,COC(=O)c1c(-c2ccc(C#N)cc2)noc1C,Cc1onc(-c2ccc(C#N)cc2)c1C(=O)O
6224,CCOC(=O)c1cnn(-c2ccc(COC)cc2)c1C,COCc1ccc(-n2ncc(C(=O)O)c2C)cc1
6225,Cc1nc(OCC(=O)N(C)C2CCN(Cc3ccccc3)CC2)nc(C)c1NC(=O)OC(C)(C)C,Cc1nc(OCC(=O)N(C)C2CCNCC2)nc(C)c1NC(=O)OC(C)(C)C
6226,COc1cccc(-c2ccc3c(c2)CCCC3=O)c1,COc1cccc(-c2ccc3c(c2)CCCC3O)c1
6227,Cc1nc(-c2c(F)cc(Cl)cc2-c2ccc(C(C)NC(=O)C3(NC(=O)OCC4c5ccccc5-c5ccccc54)COC3)c(F)c2)no1,Cc1nc(-c2c(F)cc(Cl)cc2-c2ccc(C(C)NC(=O)C3(N)COC3)c(F)c2)no1
6228,O=C(O)c1cc(Br)ccn1,OCc1cc(Br)ccn1
6229,CCC1CN(C(=O)OCc2ccccc2)CC1OC(=O)c1ccccc1,CCC1CN(C(=O)OCc2ccccc2)CC1O
6230,CC(C)(C)OC(=O)NC(Cc1ccc(C(F)(F)F)cc1)CN(C(=O)OC(C)(C)C)c1nnc(-c2ccc([N+](=O)[O-])c(O)c2)s1,CC(C)(C)OC(=O)NC(Cc1ccc(C(F)(F)F)cc1)CN(C(=O)OC(C)(C)C)c1nnc(-c2ccc(N)c(O)c2)s1
6231,CCCCn1c(-c2cc(OC)c(OC)c(OC)c2Br)nc2sc3c(O)cc(C)cc3c2c1=O,CCCCn1c(-c2cc(OC)c(OC)c(O)c2Br)nc2sc3c(O)cc(C)cc3c2c1=O
6232,O=C(CCl)NC(CO)(CO)c1cc(Br)cnc1Cl,O=C1COCC(CO)(c2cc(Br)cnc2Cl)N1
6233,O=[N+]([O-])c1ccc(-c2nc(-c3cccs3)no2)cc1,Nc1ccc(-c2nc(-c3cccs3)no2)cc1
6234,Cc1c(Br)cccc1N1C(=O)c2ccncc2C1=O,Cc1c(Br)cccc1N1Cc2cnccc2C1=O
6235,O=C(Oc1cc(OC(=O)c2ccccc2)c(Br)cn1)c1ccccc1,O=C(Oc1cc(O)c(Br)cn1)c1ccccc1
6236,COC(=O)C(CSCc1ccccc1)NC(=O)c1nc(-c2ccc(C(F)(F)F)cc2)sc1-c1ccc(-c2ccccc2)cc1,O=C(NC(CSCc1ccccc1)C(=O)O)c1nc(-c2ccc(C(F)(F)F)cc2)sc1-c1ccc(-c2ccccc2)cc1
6237,Cc1c(NC(=O)c2cccc(OCCNC(=O)OC(C)(C)C)c2)c2ccccn2c1C(=O)c1ccc(NC(=O)C(F)(F)F)c(C(=O)OCc2ccccc2)c1,Cc1c(NC(=O)c2cccc(OCCN)c2)c2ccccn2c1C(=O)c1ccc(NC(=O)C(F)(F)F)c(C(=O)OCc2ccccc2)c1
6238,C=C(C)c1snc(-c2ccc(CC)cc2)c1C(=O)OCC,C=C(C)c1snc(-c2ccc(CC)cc2)c1CO
6239,CC(C)C1CC(O[Si](C)(C)C(C)(C)C)CN1C(=O)OC(C)(C)C,CC(C)C1CC(O)CN1C(=O)OC(C)(C)C
6240,OCc1nc2ccccc2s1,O=Cc1nc2ccccc2s1
6241,Cc1cccc2c(=O)nc(-c3cccc(C(=O)OC(C)(C)C)n3)sc12,Cc1cccc2c(=O)nc(-c3cccc(C(=O)O)n3)sc12
6242,COc1ccc(-c2cccc3[nH]c4cnn(C)c4c(=O)c23)cc1,Cn1ncc2[nH]c3cccc(-c4ccc(O)cc4)c3c(=O)c21
6243,CCc1ccc(N2Cc3cnc(Nc4ccc(F)cc4)nc3N(C(C)CO[Si](C)(C)C(C)(C)C)C2=O)cc1,CCc1ccc(N2Cc3cnc(Nc4ccc(F)cc4)nc3N(C(C)CO)C2=O)cc1
6244,COC(=O)c1ccc2nc(N(C)C)oc2c1,CN(C)c1nc2ccc(C(=O)O)cc2o1
6245,COC(=O)c1cc2c(n(C)c1=O)-c1cc3ccn(C)c3cc1C=CC2,Cn1c2c(cc(C(=O)O)c1=O)CC=Cc1cc3c(ccn3C)cc1-2
6246,CCOC(=O)Nc1cc(NCC(C)C)c([N+](=O)[O-])cc1F,CCOC(=O)Nc1cc(NCC(C)C)c(N)cc1F
6247,COC(=O)c1sccc1NC1CCN(C(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N1CCC(Nc2ccsc2C(=O)O)CC1
6248,CCOC(=O)CCc1cc(C(=O)c2cc(OCC(C)C)ccc2OCC(C)C)ccc1OCC(C)C,CC(C)COc1ccc(OCC(C)C)c(C(=O)c2ccc(OCC(C)C)c(CCC(=O)O)c2)c1
6249,CCc1c(Br)ccc2c1cnn2C(C)=O,CCc1c(Br)ccc2[nH]ncc12
6250,COC(=O)COC(=O)Nc1cccc(Cc2nn(-c3cnn(C)c3)ccc2=O)c1,Cn1cc(-n2ccc(=O)c(Cc3cccc(NC(=O)OCC(=O)O)c3)n2)cn1
6251,NS(=O)(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1OCC(F)(F)F,Nc1cc(C(=O)O)cc(S(N)(=O)=O)c1OCC(F)(F)F
6252,COC(=O)c1cn(Cc2ccccc2)nn1,O=C(O)c1cn(Cc2ccccc2)nn1
6253,CC(C)(C)OC(=O)NC12CCCC(CO)(CC1)C2,CC(C)(C)OC(=O)NC12CCCC(C=O)(CC1)C2
6254,CC(C)(F)Cn1c(CCOCc2ccccc2)nc2c(N)nc3cccnc3c21,CC(C)(F)Cn1c(CCO)nc2c(N)nc3cccnc3c21
6255,O=C(NS(=O)(=O)N1CCOCC1)OCc1ccccc1,NS(=O)(=O)N1CCOCC1
6256,CC(C)C(NC(=O)OC(C)(C)C)C(=O)OC1C2O[Si](C(C)C)(C(C)C)O[Si](C(C)C)(C(C)C)OCC2N(C(=O)OC(C)(C)C)C1c1c[nH]c2c(N=[N+]=[N-])ncnc12,CC(C)C(NC(=O)OC(C)(C)C)C(=O)OC1C2O[Si](C(C)C)(C(C)C)O[Si](C(C)C)(C(C)C)OCC2N(C(=O)OC(C)(C)C)C1c1c[nH]c2c(N)ncnc12
6257,CC(=O)c1nc(-c2ccccc2)[nH]c1C,Cc1[nH]c(-c2ccccc2)nc1C(C)O
6258,CCC(CCn1ccc(-c2ccccc2)cc1=O)(C(=O)NOC1CCCCO1)S(C)(=O)=O,CCC(CCn1ccc(-c2ccccc2)cc1=O)(C(=O)NO)S(C)(=O)=O
6259,CC(C)(C)OC(=O)n1nc(-c2ccccc2Cl)c2ccc(Oc3ccccc3F)cc21,Fc1ccccc1Oc1ccc2c(-c3ccccc3Cl)n[nH]c2c1
6260,CC(=O)Nc1ccc2c(c1)C(C)(C)CCC2(C)C,CCNc1ccc2c(c1)C(C)(C)CCC2(C)C
6261,O=[N+]([O-])c1ccsc1-c1ccccc1,Nc1ccsc1-c1ccccc1
6262,COC(=O)NC1CCC(=O)N2c3cc(Br)c(F)cc3Oc3cc(F)ccc3C12,COC(=O)NC1CCCN2c3cc(Br)c(F)cc3Oc3cc(F)ccc3C12
6263,O=C(NCCCCO)c1cccc(Br)c1,O=CCCCNC(=O)c1cccc(Br)c1
6264,C=C1CC(C(=O)Nc2ccc(Cl)cc2)C(C(=O)OC)C1,C=C1CC(C(=O)O)C(C(=O)Nc2ccc(Cl)cc2)C1
6265,O=C(C1CC1)N1CCC(CNc2cc(C(F)(F)F)ccc2[N+](=O)[O-])C1,Nc1ccc(C(F)(F)F)cc1NCC1CCN(C(=O)C2CC2)C1
6266,CC(C)(C)OC(=O)NN1CCCCC1=O,NN1CCCCC1=O
6267,Cc1nc(-c2cccc([N+](=O)[O-])c2)c(-c2ccnc(Nc3ccc(OCCN(C)C)c(Cl)c3)n2)s1,Cc1nc(-c2cccc(N)c2)c(-c2ccnc(Nc3ccc(OCCN(C)C)c(Cl)c3)n2)s1
6268,CC(C)(C)OC(=O)NCCc1ccc(C#N)cc1,N#Cc1ccc(CCN)cc1
6269,CCOC(=O)C(C(=O)OCC)C(=O)c1ccc(Cl)nc1Cl,CCOC(=O)CC(=O)c1ccc(Cl)nc1Cl
6270,CC(=O)N(C)c1cccc(-c2ccc3nnc(C)n3n2)c1,CNc1cccc(-c2ccc3nnc(C)n3n2)c1
6271,CC1(C2CN(Cc3ccccc3)C(=O)CO2)OCCO1,CC1(C2CN(Cc3ccccc3)CCO2)OCCO1
6272,CCN(CC)c1cc2[nH]c(Nc3cccc(C(=O)OC)c3)nc2cc1C(=O)Nc1ccc2cn[nH]c2c1,CCN(CC)c1cc2[nH]c(Nc3cccc(C(=O)O)c3)nc2cc1C(=O)Nc1ccc2cn[nH]c2c1
6273,CC(C(=O)OC1(C)CCCCC1)c1ccc([N+](=O)[O-])cc1,CC(C(=O)OC1(C)CCCCC1)c1ccc(N)cc1
6274,c1ccc(N2CCC3(CC2)OCCO3)nc1,O=C1CCN(c2ccccn2)CC1
6275,N#Cc1cnc2c(Cl)cc([N+](=O)[O-])cc2c1Nc1ccc(F)c(Cl)c1,N#Cc1cnc2c(Cl)cc(N)cc2c1Nc1ccc(F)c(Cl)c1
6276,CC(C)(C)OC(=O)NC1CCN(CC(F)F)C1,NC1CCN(CC(F)F)C1
6277,ON=C1CCSc2sccc21,O=C1NCCSc2sccc21
6278,CCOC(=O)N1CCCC(N2CCC(C#N)(C(=O)OCC)CC2)CC1,CCOC(=O)N1CCCC(N2CCC(C#N)(C(=O)O)CC2)CC1
6279,O=[N+]([O-])c1ccc(CNCC2CCCO2)cc1,Nc1ccc(CNCC2CCCO2)cc1
6280,COC(=O)c1csc(C)c1N,Cc1scc(CO)c1N
6281,O=[N+]([O-])c1cc(CO)cc(C(F)(F)F)c1,Nc1cc(CO)cc(C(F)(F)F)c1
6282,CCC(=O)C(CCCCCCc1ccccc1OC)C(=O)CC,CCC(=O)C(CCCCCCc1ccccc1O)C(=O)CC
6283,CN(C(=O)OC(C)(C)C)C(CO)Cc1ccccc1,CN(C(=O)OC(C)(C)C)C(C=O)Cc1ccccc1
6284,COC(=O)c1cc(-c2cnc(Nc3cc(C)cc(Cl)c3)nc2-n2ccc(C(F)(F)F)n2)cnc1OC,COc1ncc(-c2cnc(Nc3cc(C)cc(Cl)c3)nc2-n2ccc(C(F)(F)F)n2)cc1C(=O)O
6285,COc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(S(C)(=O)=O)cc3)ccc2c1,CS(=O)(=O)c1ccc(-c2ccc3cc(O)ccc3c2Cc2ccc(OCCN3CCCCC3)cc2)cc1
6286,OCc1cc(-c2cccnc2F)ccc1F,O=Cc1cc(-c2cccnc2F)ccc1F
6287,[N-]=[N+]=NCC1Cc2cccc(-c3ccc(F)cc3)c2O1,NCC1Cc2cccc(-c3ccc(F)cc3)c2O1
6288,CC(C)c1cc(CNC(=O)OC(C)(C)C)cc(CNS(C)(=O)=O)c1,CC(C)c1cc(CN)cc(CNS(C)(=O)=O)c1
6289,COC(=O)c1ccc([N+](=O)[O-])c(C(F)(F)F)c1,COC(=O)c1ccc(N)c(C(F)(F)F)c1
